Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
India,18.0,4.0,1,Software,3.0,1.0,18.0,Software Development,2.0,1.0,3.0,10.74714307336516,9.0,5.0,9.0,324.0,324.0,0.9473684210526315,23.0
other,4.0,4.0,1,Other,4.0,1.0,7.0,Banking/Financial Services,1.0,0.0,0.0,9.647368744540465,3.0,4.0,1.0,16.0,49.0,1.4,8.0
United States of America,22.0,5.0,1,Full-stack,1.0,,18.0,Software Development,2.0,0.0,5.0,11.849404844423074,8.0,5.0,7.0,484.0,324.0,0.782608695652174,20.0
other,50.0,6.0,1,Other,5.0,1.0,39.0,Higher Education,4.0,0.0,10.0,11.443714712606106,4.0,,,2500.0,1521.0,0.7647058823529411,0.0
Poland,7.0,4.0,1,DevOps/Cloud,5.0,2.0,9.0,Software Development,2.0,0.0,4.0,11.243908117747603,6.0,,10.0,49.0,81.0,1.125,0.0
other,25.0,1.0,1,Other,3.0,,18.0,Higher Education,2.0,0.0,5.0,10.060662226908127,4.0,1.0,1.0,625.0,324.0,0.6923076923076923,6.0
other,20.0,4.0,1,Management,3.0,2.0,18.0,Software Development,2.0,1.0,,11.843803511820838,4.0,4.0,10.0,400.0,324.0,0.8571428571428571,18.0
Germany,7.0,5.0,1,Front-end,3.0,2.0,6.0,Software Development,1.0,0.0,10.0,11.373801319159593,7.0,3.0,6.0,49.0,36.0,0.75,16.0
United Kingdom of Great Britain and Northern Ireland,40.0,4.0,1,Full-stack,6.0,1.0,28.0,Higher Education,3.0,0.0,5.0,11.108110145703561,6.0,4.0,8.0,1600.0,784.0,0.6829268292682927,18.0
Netherlands,15.0,4.0,1,Back-end,2.0,1.0,12.0,Banking/Financial Services,2.0,0.0,6.0,11.498958377741612,6.0,2.0,2.0,225.0,144.0,0.75,10.0
Switzerland,28.0,6.0,1,Back-end,3.0,1.0,19.0,Fintech,3.0,0.0,2.0,12.133448187809172,7.0,3.0,7.0,784.0,361.0,0.6551724137931034,17.0
United Kingdom of Great Britain and Northern Ireland,15.0,5.0,1,Full-stack,7.0,,3.0,Fintech,1.0,0.0,3.0,11.870250197750458,6.0,4.0,8.0,225.0,9.0,0.1875,18.0
Italy,18.0,4.0,1,Front-end,2.0,1.0,13.0,Software Development,2.0,0.0,,10.388533723314632,3.0,,4.0,324.0,169.0,0.6842105263157895,0.0
other,6.0,4.0,1,Other,5.0,1.0,3.0,Healthcare,0.0,0.0,3.0,10.639837890396722,5.0,3.0,,36.0,9.0,0.42857142857142855,0.0
other,42.0,5.0,1,Other,7.0,,27.0,Higher Education,4.0,0.0,25.0,11.597863861486418,8.0,1.0,4.0,1764.0,729.0,0.627906976744186,13.0
Netherlands,15.0,4.0,1,Back-end,3.0,2.0,11.0,"Internet, Telecomm or Information Services",1.0,0.0,5.0,11.397851257124763,4.0,2.0,7.0,225.0,121.0,0.6875,13.0
Germany,28.0,1.0,1,Embedded/Hardware,2.0,,25.0,Energy,3.0,0.0,6.0,11.007568195796024,5.0,,,784.0,625.0,0.8620689655172413,0.0
other,30.0,6.0,1,Other,5.0,1.0,25.0,Software Development,3.0,0.0,5.0,11.159231786924533,3.0,,2.0,900.0,625.0,0.8064516129032258,0.0
Germany,30.0,5.0,1,Other,7.0,,15.0,"Transportation, or Supply Chain",2.0,0.0,5.0,11.304805984955106,2.0,1.0,,900.0,225.0,0.4838709677419355,0.0
other,7.0,4.0,1,Front-end,2.0,1.0,7.0,Other:,1.0,0.0,5.0,10.35217177976427,3.0,1.0,,49.0,49.0,0.875,0.0
United Kingdom of Great Britain and Northern Ireland,8.0,6.0,1,Other,4.0,,5.0,Higher Education,1.0,0.0,3.0,11.128321247529394,6.0,2.0,,64.0,25.0,0.5555555555555556,0.0
India,5.0,4.0,1,Full-stack,,,5.0,"Internet, Telecomm or Information Services",1.0,,10.0,11.002116507732017,4.0,5.0,12.0,25.0,25.0,0.8333333333333334,21.0
Germany,6.0,,1,Full-stack,2.0,,4.0,Software Development,0.0,0.0,6.0,10.88496659438935,9.0,3.0,4.0,36.0,16.0,0.5714285714285714,16.0
other,30.0,2.0,1,Full-stack,,,30.0,Software Development,3.0,,20.0,11.052808798233297,11.0,7.0,13.0,900.0,900.0,0.967741935483871,31.0
Sweden,24.0,4.0,1,Full-stack,2.0,1.0,13.0,Software Development,1.0,0.0,9.0,10.921377736125875,8.0,3.0,8.0,576.0,169.0,0.52,19.0
Netherlands,15.0,5.0,1,Back-end,2.0,1.0,10.0,Energy,2.0,0.0,9.0,10.745205588904774,5.0,3.0,1.0,225.0,100.0,0.625,9.0
other,23.0,5.0,1,Software,3.0,,15.0,Software Development,2.0,0.0,10.0,11.230708431949505,5.0,2.0,6.0,529.0,225.0,0.625,13.0
Sweden,25.0,5.0,1,Mobile,3.0,,20.0,Media & Advertising Services,2.0,0.0,18.0,11.336880171167758,10.0,4.0,6.0,625.0,400.0,0.7692307692307693,20.0
Italy,8.0,5.0,1,Back-end,1.0,2.0,2.0,Software Development,1.0,0.0,2.0,9.45430563898269,4.0,1.0,3.0,64.0,4.0,0.2222222222222222,8.0
Spain,18.0,3.0,1,Full-stack,3.0,1.0,18.0,Software Development,2.0,0.0,,10.862991018833101,5.0,3.0,8.0,324.0,324.0,0.9473684210526315,16.0
Netherlands,30.0,4.0,1,Back-end,2.0,1.0,20.0,Software Development,3.0,0.0,4.0,11.304805984955106,4.0,5.0,3.0,900.0,400.0,0.6451612903225806,12.0
other,12.0,2.0,1,Other,5.0,1.0,11.0,Software Development,2.0,0.0,10.0,11.130258493138042,7.0,1.0,7.0,144.0,121.0,0.8461538461538461,15.0
Germany,43.0,1.0,1,Software,3.0,2.0,43.0,Media & Advertising Services,4.0,0.0,,11.230708431949505,6.0,3.0,5.0,1849.0,1849.0,0.9772727272727273,14.0
Germany,15.0,5.0,1,Full-stack,1.0,2.0,6.0,Software Development,1.0,0.0,5.0,11.099362658824449,7.0,3.0,7.0,225.0,36.0,0.375,17.0
other,13.0,4.0,1,Back-end,,,10.0,Software Development,1.0,,10.0,11.956944397243971,9.0,5.0,21.0,169.0,100.0,0.7142857142857143,35.0
Australia,15.0,2.0,1,Other,,,,,2.0,,4.0,9.931491748945726,,,,225.0,,,0.0
other,14.0,4.0,1,Full-stack,7.0,2.0,9.0,Insurance,1.0,0.0,3.0,10.636840537810377,14.0,12.0,30.0,196.0,81.0,0.6,56.0
Poland,7.0,4.0,1,Back-end,,,3.0,Retail and Consumer Services,1.0,,10.0,10.80248969427274,5.0,5.0,6.0,49.0,9.0,0.375,16.0
United Kingdom of Great Britain and Northern Ireland,25.0,4.0,1,Full-stack,5.0,,17.0,Energy,2.0,0.0,,11.738075002947175,6.0,4.0,11.0,625.0,289.0,0.6538461538461539,21.0
Germany,25.0,2.0,1,Full-stack,3.0,1.0,20.0,"Transportation, or Supply Chain",2.0,0.0,20.0,10.98813613418685,8.0,4.0,5.0,625.0,400.0,0.7692307692307693,17.0
Italy,6.0,2.0,1,Front-end,3.0,1.0,4.0,Software Development,1.0,0.0,,10.522072811769169,7.0,3.0,4.0,36.0,16.0,0.5714285714285714,14.0
United Kingdom of Great Britain and Northern Ireland,23.0,4.0,1,Other,3.0,1.0,18.0,Banking/Financial Services,2.0,0.0,4.0,11.022963996383547,1.0,3.0,,529.0,324.0,0.75,0.0
United States of America,15.0,3.0,1,Back-end,4.0,,6.0,Media & Advertising Services,1.0,0.0,10.0,11.957617696467539,7.0,9.0,17.0,225.0,36.0,0.375,33.0
other,10.0,5.0,1,Full-stack,4.0,1.0,8.0,Fintech,1.0,0.0,3.0,11.213629545455776,4.0,3.0,,100.0,64.0,0.7272727272727273,0.0
France,20.0,5.0,1,DevOps/Cloud,5.0,1.0,10.0,Manufacturing,2.0,0.0,20.0,10.862991018833101,7.0,4.0,6.0,400.0,100.0,0.47619047619047616,17.0
Germany,4.0,5.0,1,Data/ML,4.0,1.0,2.0,Energy,1.0,0.0,5.0,11.063649525214753,8.0,3.0,,16.0,4.0,0.4,0.0
Germany,28.0,5.0,1,Full-stack,1.0,,20.0,Software Development,2.0,0.0,4.0,12.099733873758048,5.0,1.0,9.0,784.0,400.0,0.6896551724137931,15.0
Brazil,10.0,4.0,1,Back-end,,,5.0,Software Development,1.0,,5.0,9.619000370980867,6.0,4.0,,100.0,25.0,0.45454545454545453,0.0
other,20.0,5.0,1,Full-stack,2.0,,12.0,Other:,1.0,0.0,,11.150663514162712,5.0,3.0,10.0,400.0,144.0,0.5714285714285714,18.0
United Kingdom of Great Britain and Northern Ireland,25.0,4.0,1,Full-stack,3.0,1.0,18.0,Banking/Financial Services,2.0,0.0,3.0,11.572994638436139,4.0,3.0,2.0,625.0,324.0,0.6923076923076923,9.0
other,5.0,4.0,1,Full-stack,3.0,1.0,7.0,Software Development,1.0,0.0,2.0,9.764397884134175,10.0,5.0,,25.0,49.0,1.1666666666666667,0.0
other,14.0,1.0,1,Full-stack,4.0,,11.0,Software Development,2.0,0.0,3.0,11.373801319159593,4.0,1.0,4.0,196.0,121.0,0.7333333333333333,9.0
Spain,30.0,5.0,1,Software,2.0,1.0,25.0,Energy,2.0,0.0,2.0,10.745205588904774,1.0,1.0,,900.0,625.0,0.8064516129032258,0.0
Poland,20.0,5.0,1,DevOps/Cloud,,,17.0,Fintech,2.0,,10.0,11.377437874523483,2.0,3.0,9.0,400.0,289.0,0.8095238095238095,14.0
other,22.0,5.0,1,Back-end,2.0,1.0,18.0,Retail and Consumer Services,2.0,0.0,20.0,11.443714712606106,6.0,2.0,2.0,484.0,324.0,0.782608695652174,10.0
other,18.0,6.0,1,Management,2.0,1.0,11.0,Fintech,1.0,1.0,,11.923842351756639,3.0,1.0,4.0,324.0,121.0,0.5789473684210527,8.0
Ukraine,4.0,4.0,1,Full-stack,2.0,,2.0,Other:,0.0,0.0,19.0,9.873749734272172,13.0,,9.0,16.0,4.0,0.4,0.0
United Kingdom of Great Britain and Northern Ireland,10.0,5.0,1,Data/ML,4.0,1.0,31.0,Energy,3.0,1.0,7.0,11.916769259459493,1.0,,,100.0,961.0,2.8181818181818183,0.0
India,9.0,4.0,1,Full-stack,1.0,,8.0,Software Development,0.0,0.0,6.0,9.543234787249512,8.0,6.0,19.0,81.0,64.0,0.8,33.0
Switzerland,37.0,4.0,1,Software,4.0,1.0,29.0,Banking/Financial Services,3.0,0.0,5.0,12.197990069336818,3.0,3.0,7.0,1369.0,841.0,0.7631578947368421,13.0
Italy,21.0,5.0,1,Full-stack,,,20.0,Software Development,3.0,,10.0,11.438341995170033,4.0,2.0,5.0,441.0,400.0,0.9090909090909091,11.0
Germany,16.0,5.0,1,Full-stack,4.0,1.0,12.0,Media & Advertising Services,2.0,0.0,7.0,11.150663514162712,5.0,1.0,8.0,256.0,144.0,0.7058823529411765,14.0
United Kingdom of Great Britain and Northern Ireland,3.0,2.0,1,Other,,,17.0,Other:,2.0,,10.0,11.087497416716467,7.0,5.0,2.0,9.0,289.0,4.25,14.0
Australia,16.0,2.0,1,Full-stack,1.0,2.0,16.0,Software Development,2.0,0.0,7.0,11.77544356375846,6.0,8.0,14.0,256.0,256.0,0.9411764705882353,28.0
United Kingdom of Great Britain and Northern Ireland,49.0,6.0,1,Front-end,0.0,2.0,33.0,Software Development,4.0,0.0,2.0,12.807268997342211,8.0,3.0,,2401.0,1089.0,0.66,0.0
other,14.0,5.0,1,Other,2.0,1.0,6.0,"Transportation, or Supply Chain",1.0,0.0,5.0,10.745205588904774,5.0,2.0,8.0,196.0,36.0,0.4,15.0
United Kingdom of Great Britain and Northern Ireland,3.0,2.0,1,Full-stack,1.0,,1.0,Software Development,0.0,0.0,2.0,9.701248961901815,6.0,2.0,10.0,9.0,1.0,0.25,18.0
Germany,8.0,2.0,1,Full-stack,6.0,,4.0,Higher Education,0.0,0.0,5.0,9.946738594530443,8.0,6.0,5.0,64.0,16.0,0.4444444444444444,19.0
other,15.0,4.0,1,Software,4.0,,10.0,Energy,1.0,1.0,20.0,11.47651041226818,9.0,6.0,10.0,225.0,100.0,0.625,25.0
United Kingdom of Great Britain and Northern Ireland,8.0,4.0,1,Full-stack,2.0,1.0,5.0,Fintech,1.0,0.0,3.0,11.464785089642293,5.0,2.0,9.0,64.0,25.0,0.5555555555555556,16.0
France,24.0,6.0,1,Other,,,10.0,Higher Education,2.0,,5.0,10.639837890396722,2.0,2.0,1.0,576.0,100.0,0.4,5.0
France,41.0,3.0,1,Full-stack,,,33.0,Software Development,3.0,,10.0,9.764397884134175,6.0,3.0,,1681.0,1089.0,0.7857142857142857,0.0
Netherlands,23.0,5.0,1,Embedded/Hardware,1.0,1.0,12.0,Software Development,2.0,0.0,5.0,11.150663514162712,3.0,,3.0,529.0,144.0,0.5,0.0
France,15.0,4.0,1,Full-stack,5.0,1.0,11.0,Software Development,1.0,0.0,12.0,11.268443357424657,10.0,5.0,8.0,225.0,121.0,0.6875,23.0
Germany,10.0,4.0,1,Mobile,3.0,2.0,10.0,Retail and Consumer Services,1.0,0.0,5.0,11.387044731276228,1.0,,,100.0,100.0,0.9090909090909091,0.0
United Kingdom of Great Britain and Northern Ireland,40.0,2.0,1,Other,,,35.0,Software Development,3.0,,5.0,11.128321247529394,1.0,,,1600.0,1225.0,0.8536585365853658,0.0
Sweden,10.0,2.0,1,Embedded/Hardware,5.0,1.0,3.0,Other:,1.0,0.0,3.0,11.04920604863151,4.0,,,100.0,9.0,0.2727272727272727,0.0
France,30.0,3.0,1,Desktop,6.0,1.0,25.0,Software Development,2.0,0.0,2.0,11.230708431949505,6.0,3.0,4.0,900.0,625.0,0.8064516129032258,13.0
other,18.0,5.0,1,Full-stack,3.0,2.0,17.0,Software Development,2.0,0.0,1.0,10.757924157061597,5.0,1.0,9.0,324.0,289.0,0.8947368421052632,15.0
Ukraine,9.0,5.0,1,Back-end,,,8.0,Software Development,2.0,,,11.002116507732017,3.0,1.0,2.0,81.0,64.0,0.8,6.0
Netherlands,19.0,4.0,1,Back-end,5.0,1.0,16.0,Software Development,2.0,0.0,8.0,11.567167407817905,3.0,3.0,8.0,361.0,256.0,0.8,14.0
United Kingdom of Great Britain and Northern Ireland,20.0,4.0,1,Full-stack,1.0,1.0,15.0,Software Development,2.0,1.0,4.0,11.533776562037675,7.0,3.0,8.0,400.0,225.0,0.7142857142857143,18.0
other,10.0,1.0,1,Mobile,3.0,2.0,7.0,Software Development,1.0,0.0,5.0,11.684076530150877,1.0,,,100.0,49.0,0.6363636363636364,0.0
United Kingdom of Great Britain and Northern Ireland,45.0,4.0,1,Other,7.0,,42.0,Software Development,4.0,0.0,10.0,11.67063836398284,5.0,,,2025.0,1764.0,0.9130434782608695,0.0
Australia,29.0,3.0,1,Full-stack,0.0,2.0,27.0,Software Development,2.0,0.0,10.0,11.264617939992469,1.0,1.0,2.0,841.0,729.0,0.9,4.0
United Kingdom of Great Britain and Northern Ireland,40.0,4.0,1,Management,5.0,1.0,27.0,Software Development,3.0,1.0,8.0,12.514600918213493,13.0,8.0,7.0,1600.0,729.0,0.6585365853658537,28.0
Sweden,40.0,2.0,1,Full-stack,,,30.0,Software Development,3.0,,10.0,10.739045338577187,15.0,9.0,12.0,1600.0,900.0,0.7317073170731707,36.0
Spain,34.0,6.0,1,Other,6.0,,30.0,Higher Education,4.0,0.0,10.0,11.199446837474438,3.0,,,1156.0,900.0,0.8571428571428571,0.0
Germany,23.0,2.0,1,Front-end,2.0,1.0,21.0,Higher Education,3.0,0.0,,11.063649525214753,5.0,1.0,5.0,529.0,441.0,0.875,11.0
other,18.0,4.0,1,Full-stack,2.0,2.0,1.0,Government,1.0,0.0,11.0,9.598998361767967,5.0,4.0,8.0,324.0,1.0,0.05263157894736842,17.0
France,24.0,4.0,1,Full-stack,3.0,1.0,16.0,Other:,2.0,0.0,,12.303330926552514,5.0,4.0,5.0,576.0,256.0,0.64,14.0
other,28.0,5.0,1,Management,1.0,2.0,26.0,Other:,3.0,,5.0,11.508154100091337,6.0,1.0,10.0,784.0,676.0,0.896551724137931,17.0
India,6.0,5.0,1,Other,3.0,2.0,11.0,Banking/Financial Services,2.0,0.0,10.0,10.354117212598666,6.0,3.0,2.0,36.0,121.0,1.5714285714285714,11.0
France,13.0,5.0,1,Back-end,2.0,2.0,5.0,Software Development,1.0,0.0,15.0,11.438341995170033,10.0,6.0,18.0,169.0,25.0,0.35714285714285715,34.0
Germany,32.0,5.0,1,Desktop,1.0,,28.0,Software Development,3.0,0.0,14.0,11.438341995170033,10.0,2.0,4.0,1024.0,784.0,0.8484848484848485,16.0
other,28.0,2.0,1,Desktop,2.0,1.0,20.0,Software Development,2.0,0.0,10.0,11.225256725762893,7.0,1.0,,784.0,400.0,0.6896551724137931,0.0
Germany,25.0,1.0,1,Software,5.0,,21.0,Retail and Consumer Services,2.0,0.0,10.0,11.487125489479816,14.0,8.0,13.0,625.0,441.0,0.8076923076923077,35.0
India,4.0,4.0,1,Back-end,7.0,1.0,3.0,Banking/Financial Services,0.0,0.0,10.0,10.102789129364767,,3.0,1.0,16.0,9.0,0.6,0.0
other,8.0,1.0,1,Full-stack,1.0,,3.0,Software Development,0.0,0.0,3.0,10.648420406245304,8.0,2.0,5.0,64.0,9.0,0.3333333333333333,15.0
Ukraine,25.0,5.0,1,Software,7.0,2.0,22.0,"Internet, Telecomm or Information Services",2.0,1.0,,12.100717685412471,4.0,6.0,8.0,625.0,484.0,0.8461538461538461,18.0
other,18.0,5.0,1,Other,7.0,,12.0,Government,2.0,0.0,3.0,10.031176913677017,4.0,,,324.0,144.0,0.631578947368421,0.0
France,19.0,2.0,1,DevOps/Cloud,3.0,2.0,14.0,Other:,2.0,0.0,6.0,11.150663514162712,3.0,1.0,5.0,361.0,196.0,0.7,9.0
Sweden,12.0,4.0,1,Front-end,3.0,,10.0,Software Development,1.0,0.0,,11.081988690888394,3.0,,,144.0,100.0,0.7692307692307693,0.0
Sweden,35.0,5.0,1,Software,,,23.0,"Transportation, or Supply Chain",3.0,,,11.655336070451343,7.0,2.0,6.0,1225.0,529.0,0.6388888888888888,15.0
United Kingdom of Great Britain and Northern Ireland,10.0,4.0,1,Back-end,5.0,1.0,9.0,Banking/Financial Services,1.0,0.0,9.0,12.121559962385186,6.0,,8.0,100.0,81.0,0.8181818181818182,0.0
Spain,35.0,1.0,1,Back-end,,,25.0,Fintech,2.0,,5.0,11.71026698852057,4.0,4.0,10.0,1225.0,625.0,0.6944444444444444,18.0
other,22.0,5.0,1,Full-stack,2.0,1.0,20.0,Fintech,2.0,1.0,15.0,11.618923777192578,6.0,4.0,6.0,484.0,400.0,0.8695652173913043,16.0
other,25.0,4.0,1,Back-end,3.0,2.0,15.0,"Internet, Telecomm or Information Services",2.0,0.0,2.0,12.192105558301558,4.0,4.0,6.0,625.0,225.0,0.5769230769230769,14.0
Poland,22.0,5.0,1,Full-stack,3.0,1.0,16.0,Banking/Financial Services,2.0,0.0,10.0,11.312900116782279,4.0,3.0,4.0,484.0,256.0,0.6956521739130435,11.0
Spain,23.0,5.0,1,Full-stack,4.0,,22.0,Banking/Financial Services,3.0,0.0,2.0,11.133858830716594,,2.0,1.0,529.0,484.0,0.9166666666666666,0.0
United Kingdom of Great Britain and Northern Ireland,41.0,5.0,1,Full-stack,1.0,2.0,31.0,Energy,3.0,0.0,4.0,11.464785089642293,3.0,1.0,1.0,1681.0,961.0,0.7380952380952381,5.0
Italy,40.0,4.0,1,Back-end,,,26.0,Software Development,3.0,,5.0,11.304805984955106,7.0,5.0,11.0,1600.0,676.0,0.6341463414634146,23.0
other,9.0,2.0,1,Back-end,2.0,2.0,5.0,Software Development,1.0,0.0,5.0,10.639837890396722,3.0,6.0,9.0,81.0,25.0,0.5,18.0
India,20.0,4.0,1,Software,7.0,,15.0,Software Development,2.0,0.0,6.0,11.535586747513307,5.0,4.0,8.0,400.0,225.0,0.7142857142857143,17.0
United Kingdom of Great Britain and Northern Ireland,20.0,4.0,1,Full-stack,2.0,,7.0,Software Development,2.0,0.0,,11.022963996383547,6.0,1.0,,400.0,49.0,0.3333333333333333,0.0
Ukraine,5.0,,1,Back-end,3.0,2.0,3.0,Software Development,2.0,0.0,8.0,10.404293143019792,,7.0,13.0,25.0,9.0,0.5,0.0
other,13.0,4.0,1,Back-end,2.0,1.0,1.0,Software Development,0.0,0.0,4.0,10.927519962848502,8.0,6.0,7.0,169.0,1.0,0.07142857142857142,21.0
Germany,16.0,5.0,1,Embedded/Hardware,5.0,1.0,2.0,Manufacturing,1.0,0.0,2.0,11.116766916182364,3.0,,3.0,256.0,4.0,0.11764705882352941,0.0
United Kingdom of Great Britain and Northern Ireland,32.0,1.0,1,Software,1.0,2.0,25.0,Software Development,2.0,1.0,10.0,11.343429309970023,7.0,9.0,13.0,1024.0,625.0,0.7575757575757576,29.0
United Kingdom of Great Britain and Northern Ireland,23.0,4.0,1,Full-stack,2.0,2.0,25.0,Banking/Financial Services,2.0,0.0,7.0,11.71609485427702,9.0,3.0,7.0,529.0,625.0,1.0416666666666667,19.0
United Kingdom of Great Britain and Northern Ireland,27.0,2.0,1,Back-end,3.0,2.0,26.0,Software Development,2.0,0.0,10.0,12.08382026220213,5.0,3.0,9.0,729.0,676.0,0.9285714285714286,17.0
Spain,21.0,1.0,1,Full-stack,3.0,1.0,17.0,Other:,2.0,0.0,2.0,11.641274703397892,4.0,5.0,10.0,441.0,289.0,0.7727272727272727,19.0
other,38.0,4.0,1,Other,7.0,,35.0,Energy,4.0,0.0,,11.596448263941499,7.0,1.0,8.0,1444.0,1225.0,0.8974358974358975,16.0
Spain,25.0,5.0,1,Back-end,7.0,,22.0,Government,3.0,0.0,,10.968336211051428,4.0,5.0,2.0,625.0,484.0,0.8461538461538461,11.0
India,8.0,4.0,1,Back-end,2.0,2.0,3.0,Software Development,1.0,0.0,9.0,9.623244409181346,3.0,2.0,4.0,64.0,9.0,0.3333333333333333,9.0
United Kingdom of Great Britain and Northern Ireland,16.0,5.0,1,Full-stack,7.0,,8.0,Software Development,1.0,0.0,6.0,11.47614736620402,10.0,7.0,9.0,256.0,64.0,0.47058823529411764,26.0
other,16.0,2.0,1,Full-stack,3.0,1.0,16.0,Software Development,2.0,1.0,6.0,11.150663514162712,5.0,3.0,5.0,256.0,256.0,0.9411764705882353,13.0
Germany,17.0,4.0,1,Back-end,4.0,,14.0,Energy,1.0,1.0,7.0,11.498958377741612,5.0,7.0,10.0,289.0,196.0,0.7777777777777778,22.0
Germany,25.0,1.0,1,Back-end,1.0,2.0,25.0,Software Development,3.0,0.0,,11.063649525214753,7.0,3.0,5.0,625.0,625.0,0.9615384615384616,15.0
other,35.0,3.0,1,Full-stack,1.0,2.0,30.0,Manufacturing,3.0,,3.0,11.387044731276228,8.0,2.0,3.0,1225.0,900.0,0.8333333333333334,13.0
Ukraine,8.0,5.0,1,Back-end,2.0,2.0,8.0,Fintech,1.0,0.0,,10.67183496565901,7.0,4.0,13.0,64.0,64.0,0.8888888888888888,24.0
Spain,6.0,3.0,1,Full-stack,5.0,2.0,4.0,Healthcare,3.0,0.0,7.0,10.552839573096401,3.0,1.0,,36.0,16.0,0.5714285714285714,0.0
Sweden,20.0,5.0,1,Back-end,3.0,1.0,12.0,Banking/Financial Services,2.0,0.0,8.0,11.508726662322895,6.0,4.0,5.0,400.0,144.0,0.5714285714285714,15.0
other,14.0,4.0,1,Full-stack,3.0,1.0,13.0,Fintech,1.0,0.0,,11.413016727990648,4.0,4.0,8.0,196.0,169.0,0.8666666666666667,16.0
United States of America,30.0,4.0,1,Other,0.0,2.0,20.0,Software Development,2.0,0.0,,10.308985993422082,5.0,,,900.0,400.0,0.6451612903225806,0.0
Germany,9.0,5.0,1,Data/ML,,,1.0,Other:,1.0,0.0,,11.06727878222921,4.0,,,81.0,1.0,0.1,0.0
other,40.0,5.0,1,Software,0.0,2.0,40.0,Software Development,4.0,0.0,5.0,10.968336211051428,2.0,1.0,3.0,1600.0,1600.0,0.975609756097561,6.0
other,6.0,2.0,1,Full-stack,2.0,1.0,3.0,Software Development,1.0,0.0,2.0,10.368133102880323,4.0,2.0,4.0,36.0,9.0,0.42857142857142855,10.0
United Kingdom of Great Britain and Northern Ireland,30.0,5.0,1,Other,2.0,2.0,21.0,Software Development,2.0,1.0,3.0,11.647106646436248,6.0,1.0,10.0,900.0,441.0,0.6774193548387096,17.0
France,35.0,5.0,1,Management,2.0,1.0,25.0,Other:,3.0,1.0,20.0,11.71026698852057,6.0,2.0,9.0,1225.0,625.0,0.6944444444444444,17.0
Spain,30.0,5.0,1,Management,2.0,,25.0,Energy,4.0,1.0,2.0,11.150663514162712,4.0,,,900.0,625.0,0.8064516129032258,0.0
France,34.0,5.0,1,Software,3.0,1.0,25.0,Software Development,2.0,0.0,5.0,11.304805984955106,6.0,5.0,8.0,1156.0,625.0,0.7142857142857143,19.0
Italy,40.0,5.0,1,Full-stack,1.0,1.0,30.0,Software Development,4.0,1.0,30.0,11.304805984955106,13.0,7.0,4.0,1600.0,900.0,0.7317073170731707,24.0
France,10.0,5.0,1,Back-end,4.0,1.0,10.0,Software Development,1.0,0.0,5.0,10.88496659438935,4.0,1.0,2.0,100.0,100.0,0.9090909090909091,7.0
Italy,14.0,2.0,1,Back-end,3.0,,6.0,Retail and Consumer Services,1.0,0.0,3.0,10.745205588904774,6.0,6.0,7.0,196.0,36.0,0.4,19.0
Sweden,14.0,4.0,1,Other,4.0,1.0,9.0,Fintech,1.0,0.0,15.0,11.397503390051362,4.0,2.0,12.0,196.0,81.0,0.6,18.0
other,10.0,4.0,1,Full-stack,4.0,1.0,10.0,Fintech,2.0,1.0,4.0,11.245790840406107,5.0,3.0,3.0,100.0,100.0,0.9090909090909091,11.0
Spain,12.0,4.0,1,Software,6.0,2.0,12.0,Government,2.0,0.0,20.0,11.045302998504885,4.0,3.0,7.0,144.0,144.0,0.9230769230769231,14.0
Poland,9.0,4.0,1,Full-stack,6.0,1.0,5.0,Government,1.0,0.0,10.0,10.715062005631752,5.0,3.0,2.0,81.0,25.0,0.5,10.0
United States of America,3.0,5.0,1,Other,2.0,1.0,6.0,Software Development,0.0,0.0,4.0,11.289794413577894,6.0,5.0,,9.0,36.0,1.5,0.0
Germany,8.0,5.0,1,Data/ML,5.0,1.0,8.0,Other:,1.0,0.0,3.0,11.661483391611373,1.0,1.0,1.0,64.0,64.0,0.8888888888888888,3.0
Netherlands,14.0,5.0,1,Full-stack,,,10.0,Software Development,1.0,,10.0,10.79398857022398,11.0,3.0,7.0,196.0,100.0,0.6666666666666666,21.0
France,27.0,5.0,1,Desktop,6.0,,22.0,Software Development,2.0,0.0,5.0,11.450762785949989,2.0,3.0,5.0,729.0,484.0,0.7857142857142857,10.0
France,15.0,5.0,1,Full-stack,1.0,,13.0,"Internet, Telecomm or Information Services",2.0,0.0,10.0,10.968336211051428,6.0,1.0,2.0,225.0,169.0,0.8125,9.0
other,17.0,2.0,1,Full-stack,1.0,1.0,17.0,Software Development,2.0,0.0,15.0,11.424738852206946,6.0,5.0,14.0,289.0,289.0,0.9444444444444444,25.0
Poland,12.0,4.0,1,Back-end,,,7.0,"Internet, Telecomm or Information Services",1.0,,15.0,11.918397239722838,2.0,5.0,6.0,144.0,49.0,0.5384615384615384,13.0
Germany,12.0,2.0,1,Back-end,1.0,2.0,6.0,Software Development,1.0,0.0,,11.661483391611373,1.0,2.0,6.0,144.0,36.0,0.46153846153846156,9.0
other,12.0,5.0,1,Other,3.0,1.0,7.0,Other:,1.0,1.0,3.0,11.213454171943471,7.0,3.0,4.0,144.0,49.0,0.5384615384615384,14.0
